"route","routeType","entity","status","finalUrl","indexable","sitemap","canonical","canonicalMatches","robots","lang","dir","contentLang","contentDir","title","description","h1","wordCount","contentLength","schemaTypes","inlinks","outlinks","crawlDepth","titleDuplicateCount","descriptionDuplicateCount","renderedHtmlAvailable","httpChain","wwwChain","trailingChain"
"/category/home-design","category","home-design","200","http://localhost:3100/category/home-design","true","true","https://washop.co.il/category/home-design","true","index, follow","he","rtl","he","rtl","לבית ולעיצוב חנויות וואטסאפ מאושרות בוואשופ","פריטים לבית, עיצוב, טקסטיל ואקססוריז דרך קטלוג וואטסאפ. בקטגוריה הזו מופיעות רק חנויות ועסקים שאושרו ידנית בוואשופ, כדי שתוכלו לפתוח קטלוג, לבדוק פרטים ולפנות ישירות למוכר.","לבית ולעיצוב","299","1758","BreadcrumbList|ItemList","3","24","1","1","1","true","308:http://washop.co.il/category/home-design->https://washop.co.il/category/home-design|200:https://washop.co.il/category/home-design->","301:https://www.washop.co.il/category/home-design->https://washop.co.il/category/home-design|200:https://washop.co.il/category/home-design->","308:http://localhost:3100/category/home-design/->/category/home-design|200:http://localhost:3100/category/home-design->"
"/category/kitchen-homeware","category","kitchen-homeware","200","http://localhost:3100/category/kitchen-homeware","false","false","https://washop.co.il/category/kitchen-homeware","true","noindex, follow","he","rtl","he","rtl","כלי בית ומטבח חנויות וואטסאפ מאושרות בוואשופ","כלי מטבח, פתרונות אחסון, פריטים לבית ואביזרים שימושיים.","כלי בית ומטבח","157","931","BreadcrumbList","0","20","","1","1","true","308:http://washop.co.il/category/kitchen-homeware->https://washop.co.il/category/kitchen-homeware|200:https://washop.co.il/category/kitchen-homeware->","301:https://www.washop.co.il/category/kitchen-homeware->https://washop.co.il/category/kitchen-homeware|200:https://washop.co.il/category/kitchen-homeware->","308:http://localhost:3100/category/kitchen-homeware/->/category/kitchen-homeware|200:http://localhost:3100/category/kitchen-homeware->"
"/category/furniture-interior","category","furniture-interior","200","http://localhost:3100/category/furniture-interior","false","false","https://washop.co.il/category/furniture-interior","true","noindex, follow","he","rtl","he","rtl","ריהוט ועיצוב פנים חנויות וואטסאפ מאושרות בוואשופ","ריהוט, פריטי עיצוב, אקססוריז ופתרונות לבית.","ריהוט ועיצוב פנים","155","927","BreadcrumbList","0","20","","1","1","true","308:http://washop.co.il/category/furniture-interior->https://washop.co.il/category/furniture-interior|200:https://washop.co.il/category/furniture-interior->","301:https://www.washop.co.il/category/furniture-interior->https://washop.co.il/category/furniture-interior|200:https://washop.co.il/category/furniture-interior->","308:http://localhost:3100/category/furniture-interior/->/category/furniture-interior|200:http://localhost:3100/category/furniture-interior->"
"/category/jewelry-accessories","category","jewelry-accessories","200","http://localhost:3100/category/jewelry-accessories","false","false","https://washop.co.il/category/jewelry-accessories","true","noindex, follow","he","rtl","he","rtl","תכשיטים ואקססוריז חנויות וואטסאפ מאושרות בוואשופ","תכשיטים, אקססוריז, פריטים בעבודת יד וקולקציות מתחלפות.","תכשיטים ואקססוריז","154","938","BreadcrumbList","0","20","","1","1","true","308:http://washop.co.il/category/jewelry-accessories->https://washop.co.il/category/jewelry-accessories|200:https://washop.co.il/category/jewelry-accessories->","301:https://www.washop.co.il/category/jewelry-accessories->https://washop.co.il/category/jewelry-accessories|200:https://washop.co.il/category/jewelry-accessories->","308:http://localhost:3100/category/jewelry-accessories/->/category/jewelry-accessories|200:http://localhost:3100/category/jewelry-accessories->"
"/category/cars-accessories","category","cars-accessories","200","http://localhost:3100/category/cars-accessories","false","false","https://washop.co.il/category/cars-accessories","true","noindex, follow","he","rtl","he","rtl","רכבים ואביזרי רכב חנויות וואטסאפ מאושרות בוואשופ","אביזרי רכב, פתרונות ניקיון, נוחות ושדרוגים לרכב.","רכבים ואביזרי רכב","156","932","BreadcrumbList","0","20","","1","1","true","308:http://washop.co.il/category/cars-accessories->https://washop.co.il/category/cars-accessories|200:https://washop.co.il/category/cars-accessories->","301:https://www.washop.co.il/category/cars-accessories->https://washop.co.il/category/cars-accessories|200:https://washop.co.il/category/cars-accessories->","308:http://localhost:3100/category/cars-accessories/->/category/cars-accessories|200:http://localhost:3100/category/cars-accessories->"
"/category/sports-fitness","category","sports-fitness","200","http://localhost:3100/category/sports-fitness","true","true","https://washop.co.il/category/sports-fitness","true","index, follow","he","rtl","he","rtl","ספורט וכושר חנויות וואטסאפ מאושרות בוואשופ","ציוד ספורט, אביזרי אימון, תוכניות כושר ומוצרים משלימים. בקטגוריה הזו מופיעות רק חנויות ועסקים שאושרו ידנית בוואשופ, כדי שתוכלו לפתוח קטלוג, לבדוק פרטים ולפנות ישירות למוכר.","ספורט וכושר","291","1713","BreadcrumbList|ItemList","6","24","1","1","1","true","308:http://washop.co.il/category/sports-fitness->https://washop.co.il/category/sports-fitness|200:https://washop.co.il/category/sports-fitness->","301:https://www.washop.co.il/category/sports-fitness->https://washop.co.il/category/sports-fitness|200:https://washop.co.il/category/sports-fitness->","308:http://localhost:3100/category/sports-fitness/->/category/sports-fitness|200:http://localhost:3100/category/sports-fitness->"
"/category/health-lifestyle","category","health-lifestyle","200","http://localhost:3100/category/health-lifestyle","true","true","https://washop.co.il/category/health-lifestyle","true","index, follow","he","rtl","he","rtl","בריאות ואורח חיים חנויות וואטסאפ מאושרות בוואשופ","מוצרים ושירותים שמקדמים שגרה בריאה ונוחה יותר. בקטגוריה הזו מופיעות רק חנויות ועסקים שאושרו ידנית בוואשופ, כדי שתוכלו לפתוח קטלוג, לבדוק פרטים ולפנות ישירות למוכר.","בריאות ואורח חיים","292","1716","BreadcrumbList|ItemList","6","24","1","1","1","true","308:http://washop.co.il/category/health-lifestyle->https://washop.co.il/category/health-lifestyle|200:https://washop.co.il/category/health-lifestyle->","301:https://www.washop.co.il/category/health-lifestyle->https://washop.co.il/category/health-lifestyle|200:https://washop.co.il/category/health-lifestyle->","308:http://localhost:3100/category/health-lifestyle/->/category/health-lifestyle|200:http://localhost:3100/category/health-lifestyle->"
"/category/pets-supplies","category","pets-supplies","200","http://localhost:3100/category/pets-supplies","false","false","https://washop.co.il/category/pets-supplies","true","noindex, follow","he","rtl","he","rtl","בעלי חיים וציוד לחיות חנויות וואטסאפ מאושרות בוואשופ","מזון, צעצועים, אביזרים ושירותים לבעלי חיים.","בעלי חיים וציוד לחיות","157","935","BreadcrumbList","0","20","","1","1","true","308:http://washop.co.il/category/pets-supplies->https://washop.co.il/category/pets-supplies|200:https://washop.co.il/category/pets-supplies->","301:https://www.washop.co.il/category/pets-supplies->https://washop.co.il/category/pets-supplies|200:https://washop.co.il/category/pets-supplies->","308:http://localhost:3100/category/pets-supplies/->/category/pets-supplies|200:http://localhost:3100/category/pets-supplies->"
"/category/books-crafts-study","category","books-crafts-study","200","http://localhost:3100/category/books-crafts-study","false","false","https://washop.co.il/category/books-crafts-study","true","noindex, follow","he","rtl","he","rtl","ספרים, יצירה וציוד לימודי חנויות וואטסאפ מאושרות בוואשופ","ספרים, חומרי יצירה, משחקי למידה וציוד לתלמידים.","ספרים, יצירה וציוד לימודי","158","947","BreadcrumbList","0","20","","1","1","true","308:http://washop.co.il/category/books-crafts-study->https://washop.co.il/category/books-crafts-study|200:https://washop.co.il/category/books-crafts-study->","301:https://www.washop.co.il/category/books-crafts-study->https://washop.co.il/category/books-crafts-study|200:https://washop.co.il/category/books-crafts-study->","308:http://localhost:3100/category/books-crafts-study/->/category/books-crafts-study|200:http://localhost:3100/category/books-crafts-study->"
"/category/local-services","category","local-services","200","http://localhost:3100/category/local-services","true","true","https://washop.co.il/category/local-services","true","index, follow","he","rtl","he","rtl","שירותים מקומיים חנויות וואטסאפ מאושרות בוואשופ","נותני שירות ישראלים שמקבלים פניות והזמנות דרך וואטסאפ. בקטגוריה הזו מופיעות רק חנויות ועסקים שאושרו ידנית בוואשופ, כדי שתוכלו לפתוח קטלוג, לבדוק פרטים ולפנות ישירות למוכר.","שירותים מקומיים","333","1979","BreadcrumbList|ItemList","3","21","1","1","1","true","308:http://washop.co.il/category/local-services->https://washop.co.il/category/local-services|200:https://washop.co.il/category/local-services->","301:https://www.washop.co.il/category/local-services->https://washop.co.il/category/local-services|200:https://washop.co.il/category/local-services->","308:http://localhost:3100/category/local-services/->/category/local-services|200:http://localhost:3100/category/local-services->"
"/category/arab-sector-businesses","category","arab-sector-businesses","200","http://localhost:3100/category/arab-sector-businesses","false","false","https://washop.co.il/category/arab-sector-businesses","true","noindex, follow","he","rtl","he","rtl","עסקים מהמגזר הערבי חנויות וואטסאפ מאושרות בוואשופ","עסקים ישראליים מהמגזר הערבי שפועלים דרך וואטסאפ.","עסקים מהמגזר הערבי","156","934","BreadcrumbList","0","20","","1","1","true","308:http://washop.co.il/category/arab-sector-businesses->https://washop.co.il/category/arab-sector-businesses|200:https://washop.co.il/category/arab-sector-businesses->","301:https://www.washop.co.il/category/arab-sector-businesses->https://washop.co.il/category/arab-sector-businesses|200:https://washop.co.il/category/arab-sector-businesses->","308:http://localhost:3100/category/arab-sector-businesses/->/category/arab-sector-businesses|200:http://localhost:3100/category/arab-sector-businesses->"
"/category/judaica-shabbat","category","judaica-shabbat","200","http://localhost:3100/category/judaica-shabbat","true","true","https://washop.co.il/category/judaica-shabbat","true","index, follow","he","rtl","he","rtl","יודאיקה ומוצרי שבת חנויות וואטסאפ מאושרות בוואשופ","יודאיקה, מתנות, מוצרי שבת ופריטים לבית היהודי. בקטגוריה הזו מופיעות רק חנויות ועסקים שאושרו ידנית בוואשופ, כדי שתוכלו לפתוח קטלוג, לבדוק פרטים ולפנות ישירות למוכר.","יודאיקה ומוצרי שבת","300","1761","BreadcrumbList|ItemList","7","24","1","1","1","true","308:http://washop.co.il/category/judaica-shabbat->https://washop.co.il/category/judaica-shabbat|200:https://washop.co.il/category/judaica-shabbat->","301:https://www.washop.co.il/category/judaica-shabbat->https://washop.co.il/category/judaica-shabbat|200:https://washop.co.il/category/judaica-shabbat->","308:http://localhost:3100/category/judaica-shabbat/->/category/judaica-shabbat|200:http://localhost:3100/category/judaica-shabbat->"
"/category/weddings-events","category","weddings-events","200","http://localhost:3100/category/weddings-events","false","false","https://washop.co.il/category/weddings-events","true","noindex, follow","he","rtl","he","rtl","חתונות ואירועים חנויות וואטסאפ מאושרות בוואשופ","ספקים, מוצרים ושירותים לחתונות, שמחות ואירועים.","חתונות ואירועים","153","927","BreadcrumbList","0","20","","1","1","true","308:http://washop.co.il/category/weddings-events->https://washop.co.il/category/weddings-events|200:https://washop.co.il/category/weddings-events->","301:https://www.washop.co.il/category/weddings-events->https://washop.co.il/category/weddings-events|200:https://washop.co.il/category/weddings-events->","308:http://localhost:3100/category/weddings-events/->/category/weddings-events|200:http://localhost:3100/category/weddings-events->"
"/category/cleaning-maintenance","category","cleaning-maintenance","200","http://localhost:3100/category/cleaning-maintenance","false","false","https://washop.co.il/category/cleaning-maintenance","true","noindex, follow","he","rtl","he","rtl","ניקיון ותחזוקה חנויות וואטסאפ מאושרות בוואשופ","מוצרי ניקיון, תחזוקה ושירותים לבית ולעסק.","ניקיון ותחזוקה","153","919","BreadcrumbList","0","20","","1","1","true","308:http://washop.co.il/category/cleaning-maintenance->https://washop.co.il/category/cleaning-maintenance|200:https://washop.co.il/category/cleaning-maintenance->","301:https://www.washop.co.il/category/cleaning-maintenance->https://washop.co.il/category/cleaning-maintenance|200:https://washop.co.il/category/cleaning-maintenance->","308:http://localhost:3100/category/cleaning-maintenance/->/category/cleaning-maintenance|200:http://localhost:3100/category/cleaning-maintenance->"
"/category/construction-renovation","category","construction-renovation","200","http://localhost:3100/category/construction-renovation","false","false","https://washop.co.il/category/construction-renovation","true","noindex, follow","he","rtl","he","rtl","בנייה ושיפוצים חנויות וואטסאפ מאושרות בוואשופ","בעלי מקצוע, ציוד, חומרים ושירותים לעבודות בית ושיפוץ.","בנייה ושיפוצים","155","931","BreadcrumbList","0","20","","1","1","true","308:http://washop.co.il/category/construction-renovation->https://washop.co.il/category/construction-renovation|200:https://washop.co.il/category/construction-renovation->","301:https://www.washop.co.il/category/construction-renovation->https://washop.co.il/category/construction-renovation|200:https://washop.co.il/category/construction-renovation->","308:http://localhost:3100/category/construction-renovation/->/category/construction-renovation|200:http://localhost:3100/category/construction-renovation->"
"/category/tourism-israel","category","tourism-israel","200","http://localhost:3100/category/tourism-israel","false","false","https://washop.co.il/category/tourism-israel","true","noindex, follow","he","rtl","he","rtl","תיירות ונופש בישראל חנויות וואטסאפ מאושרות בוואשופ","חוויות, אירוח, טיולים ושירותי נופש בישראל.","תיירות ונופש בישראל","155","930","BreadcrumbList","0","20","","1","1","true","308:http://washop.co.il/category/tourism-israel->https://washop.co.il/category/tourism-israel|200:https://washop.co.il/category/tourism-israel->","301:https://www.washop.co.il/category/tourism-israel->https://washop.co.il/category/tourism-israel|200:https://washop.co.il/category/tourism-israel->","308:http://localhost:3100/category/tourism-israel/->/category/tourism-israel|200:http://localhost:3100/category/tourism-israel->"
"/shop/navines","shop","navines","200","http://localhost:3100/shop/navines","true","true","https://washop.co.il/shop/navines","true","index, follow","he","rtl","he","rtl","נביא נס ישראל חנות וואטסאפ בפתח תקווה","נביא נס ישראל היא עסק ישראלי בתחום התוכנה והדיגיטל. דרך קטלוג הוואטסאפ ניתן להתרשם משירותים כמו בניית אתרים, פיתוח כלים לעסקים, פתרונות בינה מלאכותית, טיפול בתקלות טכניות, פיתוח אפליקציות ושירותים דיגיטליים נוספים. החנות מתאימה לבעלי עסקים שרוצים פתרון טכנולוגי ישיר, ברור ונגיש דרך וואטסאפ.","נביא נס ישראל","254","1551","LocalBusiness|BreadcrumbList","8","21","1","1","1","true","308:http://washop.co.il/shop/navines->https://washop.co.il/shop/navines|200:https://washop.co.il/shop/navines->","301:https://www.washop.co.il/shop/navines->https://washop.co.il/shop/navines|200:https://washop.co.il/shop/navines->","308:http://localhost:3100/shop/navines/->/shop/navines|200:http://localhost:3100/shop/navines->"
"/shop/revolution-studio","shop","revolution-studio","200","http://localhost:3100/shop/revolution-studio","true","true","https://washop.co.il/shop/revolution-studio","true","index, follow","he","rtl","he","rtl","רוולושיין סטודיו חנות וואטסאפ בפתח תקווה","רוולושיין סטודיו הוא עסק ישראלי בתחום המספרות וטיפוח השיער. דרך קטלוג הוואטסאפ אפשר למצוא שירותי מספרה, מוצרים ואביזרים הקשורים לטיפוח שיער, ציוד ומוצרים לספרים, וגם קורסים והכשרות למי שרוצה ללמוד את תחום הספרות והתספורות.","רוולושיין סטודיו","238","1452","LocalBusiness|BreadcrumbList","7","22","1","1","1","true","308:http://washop.co.il/shop/revolution-studio->https://washop.co.il/shop/revolution-studio|200:https://washop.co.il/shop/revolution-studio->","301:https://www.washop.co.il/shop/revolution-studio->https://washop.co.il/shop/revolution-studio|200:https://washop.co.il/shop/revolution-studio->","308:http://localhost:3100/shop/revolution-studio/->/shop/revolution-studio|200:http://localhost:3100/shop/revolution-studio->"
"/shop/liel-gifts-and-blocks","shop","liel-gifts-and-blocks","200","http://localhost:3100/shop/liel-gifts-and-blocks","true","true","https://washop.co.il/shop/liel-gifts-and-blocks","true","index, follow","he","rtl","he","rtl","ליאל מארזים מתנות והדפסות חנות וואטסאפ ביהוד","מארזי מתנה בעיצוב אישי, הדפסות ומוצרים מיוחדים דרך קטלוג וואטסאפ. ליאל מארזים מתנות והדפסות היא חנות ביהוד שנבדקה ידנית בוואשופ.","ליאל מארזים מתנות והדפסות","233","1406","LocalBusiness|BreadcrumbList","6","24","1","1","1","true","308:http://washop.co.il/shop/liel-gifts-and-blocks->https://washop.co.il/shop/liel-gifts-and-blocks|200:https://washop.co.il/shop/liel-gifts-and-blocks->","301:https://www.washop.co.il/shop/liel-gifts-and-blocks->https://washop.co.il/shop/liel-gifts-and-blocks|200:https://washop.co.il/shop/liel-gifts-and-blocks->","308:http://localhost:3100/shop/liel-gifts-and-blocks/->/shop/liel-gifts-and-blocks|200:http://localhost:3100/shop/liel-gifts-and-blocks->"
"/shop/bumpers","shop","bumpers","200","http://localhost:3100/shop/bumpers","true","true","https://washop.co.il/shop/bumpers","true","index, follow","he","rtl","he","rtl","באמפרס כפכפי עיסוי ונעלי נוחות מראשון לציון","באמפרס היא חנות וואטסאפ מראשון לציון לכפכפי עיסוי, נעלי נוחות וקולקציות לנשים, גברים ונוער. צפו בקטלוג, בדקו דגמים ומידות ופנו ישירות לבית העסק דרך וואשופ.","באמפרס","236","1409","LocalBusiness|BreadcrumbList","5","23","1","1","1","true","308:http://washop.co.il/shop/bumpers->https://washop.co.il/shop/bumpers|200:https://washop.co.il/shop/bumpers->","301:https://www.washop.co.il/shop/bumpers->https://washop.co.il/shop/bumpers|200:https://washop.co.il/shop/bumpers->","308:http://localhost:3100/shop/bumpers/->/shop/bumpers|200:http://localhost:3100/shop/bumpers->"
"/blog/mochrei-whatsapp-indeks-bereshet","blog","mochrei-whatsapp-indeks-bereshet","200","http://localhost:3100/blog/mochrei-whatsapp-indeks-bereshet","true","true","https://washop.co.il/blog/mochrei-whatsapp-indeks-bereshet","true","index, follow","he","rtl","he","rtl","אינדקס חנויות וואטסאפ ברשת למוכרים איכותיים | WaShop","איך אינדקס חנויות וואטסאפ יכול לעזור למוכרים איכותיים להתגלות ברחבי הרשת, לקבל פניות ישירות ולהופיע במקום מסודר לאחר בדיקה ידנית.","מחנות וואטסאפ לאינדקס ברשת: איך מוכרים טובים יכולים להתגלות","782","4559","BlogPosting|BreadcrumbList|FAQPage","3","22","1","1","1","true","308:http://washop.co.il/blog/mochrei-whatsapp-indeks-bereshet->https://washop.co.il/blog/mochrei-whatsapp-indeks-bereshet|200:https://washop.co.il/blog/mochrei-whatsapp-indeks-bereshet->","301:https://www.washop.co.il/blog/mochrei-whatsapp-indeks-bereshet->https://washop.co.il/blog/mochrei-whatsapp-indeks-bereshet|200:https://washop.co.il/blog/mochrei-whatsapp-indeks-bereshet->","308:http://localhost:3100/blog/mochrei-whatsapp-indeks-bereshet/->/blog/mochrei-whatsapp-indeks-bereshet|200:http://localhost:3100/blog/mochrei-whatsapp-indeks-bereshet->"
"/blog/whatsapp-store-discovery-index-for-quality-sellers","blog","whatsapp-store-discovery-index-for-quality-sellers","200","http://localhost:3100/blog/whatsapp-store-discovery-index-for-quality-sellers","true","true","https://washop.co.il/blog/whatsapp-store-discovery-index-for-quality-sellers","true","index, follow","he","rtl","en","ltr","WhatsApp Store Discovery Index for Quality Sellers | WaShop","Learn how WaShop is building a reviewed WhatsApp store directory that helps suitable sellers become easier to discover online and receive direct, relevant inquiries.","From WhatsApp Stores to Web Discovery: Building an Index for Quality Sellers","807","5167","BlogPosting|BreadcrumbList|FAQPage","3","7","1","1","1","true","308:http://washop.co.il/blog/whatsapp-store-discovery-index-for-quality-sellers->https://washop.co.il/blog/whatsapp-store-discovery-index-for-quality-sellers|200:https://washop.co.il/blog/whatsapp-store-discovery-index-for-quality-sellers->","301:https://www.washop.co.il/blog/whatsapp-store-discovery-index-for-quality-sellers->https://washop.co.il/blog/whatsapp-store-discovery-index-for-quality-sellers|200:https://washop.co.il/blog/whatsapp-store-discovery-index-for-quality-sellers->","308:http://localhost:3100/blog/whatsapp-store-discovery-index-for-quality-sellers/->/blog/whatsapp-store-discovery-index-for-quality-sellers|200:http://localhost:3100/blog/whatsapp-store-discovery-index-for-quality-sellers->"
"/blog/hanut-virtualit-bewhatsapp","blog","hanut-virtualit-bewhatsapp","200","http://localhost:3100/blog/hanut-virtualit-bewhatsapp","true","true","https://washop.co.il/blog/hanut-virtualit-bewhatsapp","true","index, follow","he","rtl","he","rtl","איך פותחים חנות וירטואלית בוואטסאפ? | Washop","איך פותחים חנות וירטואלית בוואטסאפ? מדריך שלב אחר שלב להכנת קטלוג, קבלת פניות, סיכום תשלום ומשלוח והגשת העסק לבדיקה בוואשופ.","איך פותחים חנות וירטואלית בוואטסאפ?","823","4840","BlogPosting|BreadcrumbList|FAQPage","7","22","1","1","1","true","308:http://washop.co.il/blog/hanut-virtualit-bewhatsapp->https://washop.co.il/blog/hanut-virtualit-bewhatsapp|200:https://washop.co.il/blog/hanut-virtualit-bewhatsapp->","301:https://www.washop.co.il/blog/hanut-virtualit-bewhatsapp->https://washop.co.il/blog/hanut-virtualit-bewhatsapp|200:https://washop.co.il/blog/hanut-virtualit-bewhatsapp->","308:http://localhost:3100/blog/hanut-virtualit-bewhatsapp/->/blog/hanut-virtualit-bewhatsapp|200:http://localhost:3100/blog/hanut-virtualit-bewhatsapp->"
"/blog/sherut-lakohot-bewhatsapp-laasakim","blog","sherut-lakohot-bewhatsapp-laasakim","200","http://localhost:3100/blog/sherut-lakohot-bewhatsapp-laasakim","true","true","https://washop.co.il/blog/sherut-lakohot-bewhatsapp-laasakim","true","index, follow","he","rtl","he","rtl","שירות לקוחות בוואטסאפ לעסקים – מדריך מעשי | WaShop","מדריך מעשי לשירות לקוחות בוואטסאפ: פרופיל עסקי, שעות מענה, הודעות פתיחה, תיוג שיחות, פרטיות, הזמנות והימנעות מספאם.","שירות לקוחות בוואטסאפ לעסקים: המדריך המעשי","1039","6042","BlogPosting|BreadcrumbList|FAQPage","6","22","1","1","1","true","308:http://washop.co.il/blog/sherut-lakohot-bewhatsapp-laasakim->https://washop.co.il/blog/sherut-lakohot-bewhatsapp-laasakim|200:https://washop.co.il/blog/sherut-lakohot-bewhatsapp-laasakim->","301:https://www.washop.co.il/blog/sherut-lakohot-bewhatsapp-laasakim->https://washop.co.il/blog/sherut-lakohot-bewhatsapp-laasakim|200:https://washop.co.il/blog/sherut-lakohot-bewhatsapp-laasakim->","308:http://localhost:3100/blog/sherut-lakohot-bewhatsapp-laasakim/->/blog/sherut-lakohot-bewhatsapp-laasakim|200:http://localhost:3100/blog/sherut-lakohot-bewhatsapp-laasakim->"
"/blog/synchron-katalog-melay-ben-hanuyot","blog","synchron-katalog-melay-ben-hanuyot","200","http://localhost:3100/blog/synchron-katalog-melay-ben-hanuyot","true","true","https://washop.co.il/blog/synchron-katalog-melay-ben-hanuyot","true","index, follow","he","rtl","he","rtl","סנכרון מלאי בין חנויות וערוצי מכירה – מדריך | WaShop","מה חשוב לדעת על סנכרון בין חנויות: מק״טים אחידים, מלאי, מחירים, קטלוגים, הזמנות וההבדל בין עבודה ידנית לאוטומציה.","סנכרון קטלוג ומלאי בין חנויות: מה עסקים צריכים לדעת","677","3986","BlogPosting|BreadcrumbList|FAQPage","3","22","1","1","1","true","308:http://washop.co.il/blog/synchron-katalog-melay-ben-hanuyot->https://washop.co.il/blog/synchron-katalog-melay-ben-hanuyot|200:https://washop.co.il/blog/synchron-katalog-melay-ben-hanuyot->","301:https://www.washop.co.il/blog/synchron-katalog-melay-ben-hanuyot->https://washop.co.il/blog/synchron-katalog-melay-ben-hanuyot|200:https://washop.co.il/blog/synchron-katalog-melay-ben-hanuyot->","308:http://localhost:3100/blog/synchron-katalog-melay-ben-hanuyot/->/blog/synchron-katalog-melay-ben-hanuyot|200:http://localhost:3100/blog/synchron-katalog-melay-ben-hanuyot->"
"/blog/taknon-hanut-virtualit","blog","taknon-hanut-virtualit","200","http://localhost:3100/blog/taknon-hanut-virtualit","true","true","https://washop.co.il/blog/taknon-hanut-virtualit","true","index, follow","he","rtl","he","rtl","תקנון חנות וירטואלית: נושאים חשובים למדיניות חנות","מדריך כללי לתקנון חנות וירטואלית, תקנון חנות אונליין ומדיניות משלוחים והחזרות: זיהוי העסק, מוצרים, מחירים, תשלום, פרטיות ושירות.","תקנון חנות וירטואלית: אילו נושאים חשוב להסדיר?","640","3772","BlogPosting|BreadcrumbList|FAQPage","4","21","1","1","1","true","308:http://washop.co.il/blog/taknon-hanut-virtualit->https://washop.co.il/blog/taknon-hanut-virtualit|200:https://washop.co.il/blog/taknon-hanut-virtualit->","301:https://www.washop.co.il/blog/taknon-hanut-virtualit->https://washop.co.il/blog/taknon-hanut-virtualit|200:https://washop.co.il/blog/taknon-hanut-virtualit->","308:http://localhost:3100/blog/taknon-hanut-virtualit/->/blog/taknon-hanut-virtualit|200:http://localhost:3100/blog/taknon-hanut-virtualit->"
"/blog/mochrei-whatsapp-zechu-lehashafah","blog","mochrei-whatsapp-zechu-lehashafah","200","http://localhost:3100/blog/mochrei-whatsapp-zechu-lehashafah","true","true","https://washop.co.il/blog/mochrei-whatsapp-zechu-lehashafah","true","index, follow","he","rtl","he","rtl","מוכרים בוואטסאפ? למה הגיע הזמן שיותר לקוחות ימצאו אתכם","הרבה עסקים ישראליים מוכרים היום דרך וואטסאפ, אבל הלקוחות לא תמיד יודעים איך למצוא אותם. וואשופ נועד לתת לחנויות וואטסאפ איכותיות מקום מסודר, אמין ונגיש יותר להופיע בו.","מוכרים בוואטסאפ? למה הגיע הזמן שיותר לקוחות ימצאו אתכם","453","2639","BlogPosting|BreadcrumbList","2","20","1","1","1","true","308:http://washop.co.il/blog/mochrei-whatsapp-zechu-lehashafah->https://washop.co.il/blog/mochrei-whatsapp-zechu-lehashafah|200:https://washop.co.il/blog/mochrei-whatsapp-zechu-lehashafah->","301:https://www.washop.co.il/blog/mochrei-whatsapp-zechu-lehashafah->https://washop.co.il/blog/mochrei-whatsapp-zechu-lehashafah|200:https://washop.co.il/blog/mochrei-whatsapp-zechu-lehashafah->","308:http://localhost:3100/blog/mochrei-whatsapp-zechu-lehashafah/->/blog/mochrei-whatsapp-zechu-lehashafah|200:http://localhost:3100/blog/mochrei-whatsapp-zechu-lehashafah->"
"/blog/tochnit-hashutafim-shel-washop","blog","tochnit-hashutafim-shel-washop","200","http://localhost:3100/blog/tochnit-hashutafim-shel-washop","true","true","https://washop.co.il/blog/tochnit-hashutafim-shel-washop","true","index, follow","he","rtl","he","rtl","תוכנית השותפים של WaShop לחנויות וואטסאפ","הכירו את תוכנית השותפים של WaShop ואת הדרך להפנות חנויות ישראליות מתאימות לבדיקה, בכפוף לכללי הפרסום והאישור.","תוכנית השותפים של וואשופ: מחפשים אנשים שמאמינים בדרך","496","2920","BlogPosting|BreadcrumbList","2","20","1","1","1","true","308:http://washop.co.il/blog/tochnit-hashutafim-shel-washop->https://washop.co.il/blog/tochnit-hashutafim-shel-washop|200:https://washop.co.il/blog/tochnit-hashutafim-shel-washop->","301:https://www.washop.co.il/blog/tochnit-hashutafim-shel-washop->https://washop.co.il/blog/tochnit-hashutafim-shel-washop|200:https://washop.co.il/blog/tochnit-hashutafim-shel-washop->","308:http://localhost:3100/blog/tochnit-hashutafim-shel-washop/->/blog/tochnit-hashutafim-shel-washop|200:http://localhost:3100/blog/tochnit-hashutafim-shel-washop->"
